dataset,attr_method,metric,model,itr_no,area,comp,suff
mimic_iii,winIT,auc,iTransformer,2,0.15,0.316,0.39
mimic_iii,winIT,auc,iTransformer,3,0.05,0.421,0.561
mimic_iii,winIT,auc,iTransformer,3,0.075,0.423,0.541
mimic_iii,winIT,auc,iTransformer,3,0.1,0.425,0.516
mimic_iii,winIT,auc,iTransformer,3,0.15,0.426,0.497
mimic_iii,winIT,auc,CALF,1,0.05,0.944,0.955
mimic_iii,winIT,auc,CALF,1,0.075,0.944,0.956
mimic_iii,winIT,auc,CALF,1,0.1,0.944,0.955
mimic_iii,winIT,auc,CALF,1,0.15,0.945,0.951
mimic_iii,winIT,auc,CALF,2,0.05,0.751,0.778
mimic_iii,winIT,auc,CALF,2,0.075,0.751,0.771
mimic_iii,winIT,auc,CALF,2,0.1,0.751,0.767
mimic_iii,winIT,auc,CALF,2,0.15,0.752,0.761
mimic_iii,winIT,auc,CALF,3,0.05,0.78,0.802
mimic_iii,winIT,auc,CALF,3,0.075,0.782,0.795
mimic_iii,winIT,auc,CALF,3,0.1,0.783,0.787
mimic_iii,winIT,auc,CALF,3,0.15,0.784,0.784
mimic_iii,tsr,auc,DLinear,1,0.05,0.77,0.878
mimic_iii,tsr,auc,DLinear,1,0.075,0.772,0.881
mimic_iii,tsr,auc,DLinear,1,0.1,0.773,0.879
mimic_iii,tsr,auc,DLinear,1,0.15,0.772,0.877
mimic_iii,tsr,auc,DLinear,2,0.05,0.722,0.866
mimic_iii,tsr,auc,DLinear,2,0.075,0.727,0.856
mimic_iii,tsr,auc,DLinear,2,0.1,0.73,0.861
mimic_iii,tsr,auc,DLinear,2,0.15,0.728,0.868
mimic_iii,tsr,auc,DLinear,3,0.05,0.894,0.947
mimic_iii,tsr,auc,DLinear,3,0.075,0.895,0.945
mimic_iii,tsr,auc,DLinear,3,0.1,0.896,0.944
mimic_iii,tsr,auc,DLinear,3,0.15,0.897,0.947
mimic_iii,tsr,auc,MICN,1,0.05,0.922,0.961
mimic_iii,tsr,auc,MICN,1,0.075,0.924,0.959
mimic_iii,tsr,auc,MICN,1,0.1,0.925,0.964
mimic_iii,tsr,auc,MICN,1,0.15,0.926,0.961
mimic_iii,tsr,auc,MICN,2,0.05,0.915,0.954
mimic_iii,tsr,auc,MICN,2,0.075,0.914,0.957
mimic_iii,tsr,auc,MICN,2,0.1,0.916,0.955
mimic_iii,tsr,auc,MICN,2,0.15,0.915,0.958
mimic_iii,tsr,auc,MICN,3,0.05,0.854,0.928
mimic_iii,tsr,auc,MICN,3,0.075,0.854,0.928
mimic_iii,tsr,auc,MICN,3,0.1,0.856,0.926
mimic_iii,tsr,auc,MICN,3,0.15,0.858,0.923
mimic_iii,tsr,auc,SegRNN,1,0.05,0.766,0.85
mimic_iii,tsr,auc,SegRNN,1,0.075,0.767,0.854
mimic_iii,tsr,auc,SegRNN,1,0.1,0.773,0.845
mimic_iii,tsr,auc,SegRNN,1,0.15,0.773,0.846
mimic_iii,tsr,auc,SegRNN,2,0.05,0.801,0.884
mimic_iii,tsr,auc,SegRNN,2,0.075,0.805,0.883
mimic_iii,tsr,auc,SegRNN,2,0.1,0.809,0.877
mimic_iii,tsr,auc,SegRNN,2,0.15,0.809,0.877
mimic_iii,tsr,auc,SegRNN,3,0.05,0.806,0.883
mimic_iii,tsr,auc,SegRNN,3,0.075,0.807,0.889
mimic_iii,tsr,auc,SegRNN,3,0.1,0.805,0.888
mimic_iii,tsr,auc,SegRNN,3,0.15,0.809,0.889
mimic_iii,tsr,auc,iTransformer,1,0.05,0.822,0.902
mimic_iii,tsr,auc,iTransformer,1,0.075,0.824,0.894
mimic_iii,tsr,auc,iTransformer,1,0.1,0.825,0.893
mimic_iii,tsr,auc,iTransformer,1,0.15,0.828,0.889
mimic_iii,tsr,auc,iTransformer,2,0.05,0.732,0.878
mimic_iii,tsr,auc,iTransformer,2,0.075,0.74,0.876
mimic_iii,tsr,auc,iTransformer,2,0.1,0.746,0.871
mimic_iii,tsr,auc,iTransformer,2,0.15,0.752,0.88
mimic_iii,tsr,auc,iTransformer,3,0.05,0.917,0.951
mimic_iii,tsr,auc,iTransformer,3,0.075,0.917,0.951
mimic_iii,tsr,auc,iTransformer,3,0.1,0.918,0.959
mimic_iii,tsr,auc,iTransformer,3,0.15,0.92,0.949
mimic_iii,gatemask,auc,DLinear,1,0.05,0.615,0.615
mimic_iii,gatemask,auc,DLinear,1,0.075,0.663,0.608
mimic_iii,gatemask,auc,DLinear,1,0.1,0.701,0.607
mimic_iii,gatemask,auc,DLinear,1,0.15,0.735,0.606
mimic_iii,gatemask,auc,DLinear,2,0.05,0.57,0.556
mimic_iii,gatemask,auc,DLinear,2,0.075,0.645,0.547
mimic_iii,gatemask,auc,DLinear,2,0.1,0.688,0.544
mimic_iii,gatemask,auc,DLinear,2,0.15,0.714,0.542
mimic_iii,gatemask,auc,DLinear,3,0.05,0.313,0.319
mimic_iii,gatemask,auc,DLinear,3,0.075,0.379,0.298
mimic_iii,gatemask,auc,DLinear,3,0.1,0.472,0.29
mimic_iii,gatemask,auc,DLinear,3,0.15,0.557,0.287
mimic_iii,gatemask,auc,MICN,1,0.05,0.576,0.631
mimic_iii,gatemask,auc,MICN,1,0.075,0.585,0.608
mimic_iii,gatemask,auc,MICN,1,0.1,0.596,0.596
mimic_iii,gatemask,auc,MICN,1,0.15,0.62,0.597
mimic_iii,gatemask,auc,MICN,2,0.05,0.424,0.55
mimic_iii,gatemask,auc,MICN,2,0.075,0.45,0.514
mimic_iii,gatemask,auc,MICN,2,0.1,0.462,0.483
mimic_iii,gatemask,auc,MICN,2,0.15,0.491,0.461
mimic_iii,gatemask,auc,MICN,3,0.05,0.206,0.273
mimic_iii,gatemask,auc,MICN,3,0.075,0.236,0.246
mimic_iii,gatemask,auc,MICN,3,0.1,0.269,0.233
mimic_iii,gatemask,auc,MICN,3,0.15,0.311,0.225
mimic_iii,gatemask,auc,SegRNN,1,0.05,0.201,0.5
mimic_iii,gatemask,auc,SegRNN,1,0.075,0.209,0.464
mimic_iii,gatemask,auc,SegRNN,1,0.1,0.22,0.425
mimic_iii,gatemask,auc,SegRNN,1,0.15,0.243,0.37
mimic_iii,gatemask,auc,SegRNN,2,0.05,0.391,0.631
mimic_iii,gatemask,auc,SegRNN,2,0.075,0.395,0.591
mimic_iii,gatemask,auc,SegRNN,2,0.1,0.398,0.56
mimic_iii,gatemask,auc,SegRNN,2,0.15,0.411,0.517
mimic_iii,gatemask,auc,SegRNN,3,0.05,0.145,0.479
mimic_iii,gatemask,auc,SegRNN,3,0.075,0.147,0.438
mimic_iii,gatemask,auc,SegRNN,3,0.1,0.152,0.404
mimic_iii,gatemask,auc,SegRNN,3,0.15,0.16,0.345
mimic_iii,gatemask,auc,iTransformer,1,0.05,0.52,0.61
mimic_iii,gatemask,auc,iTransformer,1,0.075,0.525,0.573
mimic_iii,gatemask,auc,iTransformer,1,0.1,0.531,0.555
mimic_iii,gatemask,auc,iTransformer,1,0.15,0.552,0.539
mimic_iii,gatemask,auc,iTransformer,2,0.05,0.301,0.435
mimic_iii,gatemask,auc,iTransformer,2,0.075,0.308,0.383
mimic_iii,gatemask,auc,iTransformer,2,0.1,0.323,0.352
mimic_iii,gatemask,auc,iTransformer,2,0.15,0.359,0.333
mimic_iii,gatemask,auc,iTransformer,3,0.05,0.435,0.488
mimic_iii,gatemask,auc,iTransformer,3,0.075,0.457,0.466
mimic_iii,gatemask,auc,iTransformer,3,0.1,0.472,0.456
mimic_iii,gatemask,auc,iTransformer,3,0.15,0.487,0.452
mimic_iii,gatemask,auc,CALF,1,0.05,0.931,0.938
mimic_iii,gatemask,auc,CALF,1,0.075,0.931,0.939
mimic_iii,gatemask,auc,CALF,1,0.1,0.932,0.936
mimic_iii,gatemask,auc,CALF,1,0.15,0.931,0.934
mimic_iii,gatemask,auc,CALF,2,0.05,0.751,0.749
mimic_iii,gatemask,auc,CALF,2,0.075,0.771,0.748
mimic_iii,gatemask,auc,CALF,2,0.1,0.777,0.748
mimic_iii,gatemask,auc,CALF,2,0.15,0.784,0.746
mimic_iii,gatemask,auc,CALF,3,0.05,0.768,0.772
mimic_iii,gatemask,auc,CALF,3,0.075,0.774,0.77
mimic_iii,gatemask,auc,CALF,3,0.1,0.781,0.769
mimic_iii,gatemask,auc,CALF,3,0.15,0.79,0.769
mimic_iii,wtsr,auc,DLinear,1,0.05,0.612,0.56
mimic_iii,wtsr,auc,DLinear,1,0.075,0.649,0.559
mimic_iii,wtsr,auc,DLinear,1,0.1,0.675,0.558
mimic_iii,wtsr,auc,DLinear,1,0.15,0.707,0.558
mimic_iii,wtsr,auc,DLinear,2,0.05,0.574,0.478
mimic_iii,wtsr,auc,DLinear,2,0.075,0.613,0.477
mimic_iii,wtsr,auc,DLinear,2,0.1,0.641,0.476
mimic_iii,wtsr,auc,DLinear,2,0.15,0.667,0.475
mimic_iii,wtsr,auc,DLinear,3,0.05,0.349,0.292
mimic_iii,wtsr,auc,DLinear,3,0.075,0.384,0.288
mimic_iii,wtsr,auc,DLinear,3,0.1,0.415,0.285
mimic_iii,wtsr,auc,DLinear,3,0.15,0.453,0.284
mimic_iii,wtsr,auc,MICN,1,0.05,0.619,0.632
mimic_iii,wtsr,auc,MICN,1,0.075,0.63,0.62
mimic_iii,wtsr,auc,MICN,1,0.1,0.643,0.616
mimic_iii,wtsr,auc,MICN,1,0.15,0.652,0.61
mimic_iii,wtsr,auc,MICN,2,0.05,0.508,0.455
mimic_iii,wtsr,auc,MICN,2,0.075,0.541,0.442
mimic_iii,wtsr,auc,MICN,2,0.1,0.553,0.434
mimic_iii,wtsr,auc,MICN,2,0.15,0.587,0.429
mimic_iii,wtsr,auc,MICN,3,0.05,0.27,0.204
mimic_iii,wtsr,auc,MICN,3,0.075,0.301,0.202
mimic_iii,wtsr,auc,MICN,3,0.1,0.325,0.202
mimic_iii,wtsr,auc,MICN,3,0.15,0.36,0.202
mimic_iii,wtsr,auc,SegRNN,1,0.05,0.528,0.303
mimic_iii,wtsr,auc,SegRNN,1,0.075,0.54,0.299
mimic_iii,wtsr,auc,SegRNN,1,0.1,0.55,0.296
mimic_iii,wtsr,auc,SegRNN,1,0.15,0.562,0.291
mimic_iii,wtsr,auc,SegRNN,2,0.05,0.598,0.459
mimic_iii,wtsr,auc,SegRNN,2,0.075,0.61,0.457
mimic_iii,wtsr,auc,SegRNN,2,0.1,0.621,0.453
mimic_iii,wtsr,auc,SegRNN,2,0.15,0.629,0.45
mimic_iii,wtsr,auc,SegRNN,3,0.05,0.39,0.213
mimic_iii,wtsr,auc,SegRNN,3,0.075,0.398,0.207
mimic_iii,wtsr,auc,SegRNN,3,0.1,0.413,0.203
mimic_iii,wtsr,auc,SegRNN,3,0.15,0.436,0.197
mimic_iii,wtsr,auc,iTransformer,1,0.05,0.536,0.572
mimic_iii,wtsr,auc,iTransformer,1,0.075,0.541,0.564
mimic_iii,wtsr,auc,iTransformer,1,0.1,0.546,0.555
mimic_iii,wtsr,auc,iTransformer,1,0.15,0.564,0.54
mimic_iii,wtsr,auc,iTransformer,2,0.05,0.37,0.362
mimic_iii,wtsr,auc,iTransformer,2,0.075,0.39,0.353
mimic_iii,wtsr,auc,iTransformer,2,0.1,0.413,0.337
mimic_iii,wtsr,auc,iTransformer,2,0.15,0.435,0.324
mimic_iii,wtsr,auc,iTransformer,3,0.05,0.46,0.528
mimic_iii,wtsr,auc,iTransformer,3,0.075,0.473,0.51
mimic_iii,wtsr,auc,iTransformer,3,0.1,0.482,0.493
mimic_iii,wtsr,auc,iTransformer,3,0.15,0.506,0.473
mimic_iii,wtsr,auc,CALF,1,0.05,0.935,0.938
mimic_iii,wtsr,auc,CALF,1,0.075,0.934,0.934
mimic_iii,wtsr,auc,CALF,1,0.1,0.933,0.934
mimic_iii,wtsr,auc,CALF,1,0.15,0.933,0.933
mimic_iii,wtsr,auc,CALF,2,0.05,0.783,0.773
mimic_iii,wtsr,auc,CALF,2,0.075,0.796,0.772
mimic_iii,wtsr,auc,CALF,2,0.1,0.808,0.773
mimic_iii,wtsr,auc,CALF,2,0.15,0.827,0.771
mimic_iii,wtsr,auc,CALF,3,0.05,0.787,0.781
mimic_iii,wtsr,auc,CALF,3,0.075,0.797,0.78
mimic_iii,wtsr,auc,CALF,3,0.1,0.806,0.781
mimic_iii,wtsr,auc,CALF,3,0.15,0.819,0.779
